Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0115ZD30567,CROYDON,20,531730,166000,2,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30567,CROYDON,20,531730,166000,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30568,CROYDON,20,532630,164810,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30568,CROYDON,20,532630,164810,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30569,CROYDON,20,532350,162850,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30570,CROYDON,20,531590,168920,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30571,CROYDON,20,531080,164750,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30572,CROYDON,20,532120,165040,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30573,CROYDON,20,535380,162560,1,2 Passenger,1 Male,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30574,CROYDON,20,530830,166710,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30575,CROYDON,20,530950,168690,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30578,CROYDON,20,532200,168280,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30579,CROYDON,20,530880,166350,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30580,CROYDON,20,532010,165720,1,3 Pedestrian,2 Female,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30582,CROYDON,20,533870,168610,1,1 Driver/Rider,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30583,CROYDON,20,529100,157600,1,2 Passenger,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30586,CROYDON,20,531950,165540,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30587,CROYDON,20,531390,169330,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30588,CROYDON,20,529740,160970,1,3 Pedestrian,2 Female,0-15,11,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30589,CROYDON,20,537200,163990,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30590,CROYDON,20,532590,168330,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30592,CROYDON,20,534900,166980,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30593,CROYDON,20,532900,164300,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115ZD30594,CROYDON,20,533130,167950,1,1 Driver/Rider,1 Male,0-15,12,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30595,CROYDON,20,530460,166430,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30597,CROYDON,20,531370,166370,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30598,CROYDON,20,530700,169410,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30600,CROYDON,20,532550,167070,1,3 Pedestrian,2 Female,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30601,CROYDON,20,531590,166120,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30602,CROYDON,20,531520,167040,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30603,CROYDON,20,530640,169660,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30604,CROYDON,20,532340,164690,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30605,CROYDON,20,531160,166050,1,3 Pedestrian,1 Male,25-59,25,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30607,CROYDON,20,530940,168750,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30609,CROYDON,20,531580,161910,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30611,CROYDON,20,531930,159400,1,2 Passenger,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30612,CROYDON,20,533110,166360,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30613,CROYDON,20,532180,160770,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30614,CROYDON,20,534830,166580,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30615,CROYDON,20,531150,165250,1,1 Driver/Rider,1 Male,60+,86,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30616,CROYDON,20,530380,167100,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30617,CROYDON,20,532750,165680,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30618,CROYDON,20,531320,166430,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30619,CROYDON,20,531120,168810,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30620,CROYDON,20,532540,163830,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30621,CROYDON,20,532320,166220,1,1 Driver/Rider,1 Male,25-59,31,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115ZD30622,CROYDON,20,532310,166180,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30623,CROYDON,20,531850,168080,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30624,CROYDON,20,531560,161900,2,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30624,CROYDON,20,531560,161900,1,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30625,CROYDON,20,532220,166630,1,2 Passenger,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30626,CROYDON,20,531290,161640,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30627,CROYDON,20,532440,166690,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30628,CROYDON,20,534110,168410,1,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30628,CROYDON,20,534110,168410,3,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30628,CROYDON,20,534110,168410,2,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30628,CROYDON,20,534110,168410,4,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30628,CROYDON,20,534110,168410,6,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30628,CROYDON,20,534110,168410,5,2 Passenger,2 Female,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30628,CROYDON,20,534110,168410,7,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30629,CROYDON,20,532050,166160,1,3 Pedestrian,1 Male,25-59,59,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30630,CROYDON,20,532100,168650,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30632,CROYDON,20,531950,164310,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30633,CROYDON,20,532430,164570,1,2 Passenger,2 Female,60+,67,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30634,CROYDON,20,533310,165180,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30636,CROYDON,20,530920,161110,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30637,CROYDON,20,530490,166400,1,3 Pedestrian,1 Male,0-15,14,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115ZD30640,CROYDON,20,531590,166870,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30641,CROYDON,20,532470,164470,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30642,CROYDON,20,534610,166620,1,3 Pedestrian,1 Male,60+,61,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30643,CROYDON,20,532710,166480,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30644,CROYDON,20,532010,163750,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30646,CROYDON,20,530380,167110,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30648,CROYDON,20,534280,166390,1,3 Pedestrian,1 Male,60+,77,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115ZD30649,CROYDON,20,533710,167370,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30650,CROYDON,20,533430,168800,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30651,CROYDON,20,533880,168600,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30653,CROYDON,20,532460,166760,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30654,CROYDON,20,531350,160380,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30656,CROYDON,20,530840,167070,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30658,CROYDON,20,532110,168230,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30658,CROYDON,20,532110,168230,2,2 Passenger,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30659,CROYDON,20,534760,162240,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30660,CROYDON,20,531730,169570,1,1 Driver/Rider,2 Female,60+,68,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30661,CROYDON,20,531190,168090,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30662,CROYDON,20,532730,170990,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30663,CROYDON,20,531230,170000,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30664,CROYDON,20,530980,167870,1,2 Passenger,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30665,CROYDON,20,534550,164400,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30666,CROYDON,20,532230,168910,2,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30666,CROYDON,20,532230,168910,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30667,CROYDON,20,532080,162360,1,3 Pedestrian,1 Male,60+,80,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0115ZD30668,CROYDON,20,531450,167320,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30669,CROYDON,20,534790,167510,1,3 Pedestrian,2 Female,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30670,CROYDON,20,536600,163160,1,1 Driver/Rider,2 Female,60+,79,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
0115ZD30671,CROYDON,20,532110,168960,1,3 Pedestrian,1 Male,16-24,17,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30672,CROYDON,20,531290,166530,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30673,CROYDON,20,530940,165840,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30673,CROYDON,20,530940,165840,2,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30675,CROYDON,20,533020,166380,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30676,CROYDON,20,532380,164640,1,1 Driver/Rider,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30678,CROYDON,20,531090,164750,1,2 Passenger,2 Female,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30679,CROYDON,20,531130,164180,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30682,CROYDON,20,533660,168810,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30683,CROYDON,20,532460,165200,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30684,CROYDON,20,531570,166140,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30685,CROYDON,20,530970,168670,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30686,CROYDON,20,533390,161930,1,2 Passenger,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30686,CROYDON,20,533390,161930,2,2 Passenger,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30688,CROYDON,20,531980,163770,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30689,CROYDON,20,530760,169250,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30691,CROYDON,20,532540,163830,1,2 Passenger,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30692,CROYDON,20,532540,167050,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30693,CROYDON,20,534110,168760,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30694,CROYDON,20,531760,170870,1,3 Pedestrian,2 Female,25-59,41,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30695,CROYDON,20,534410,166510,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30696,CROYDON,20,533410,161890,1,2 Passenger,1 Male,60+,87,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30697,CROYDON,20,531250,166490,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30697,CROYDON,20,531250,166490,2,3 Pedestrian,1 Male,0-15,15,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115ZD30698,CROYDON,20,532710,165640,1,3 Pedestrian,1 Male,25-59,30,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30699,CROYDON,20,532500,163140,2,3 Pedestrian,1 Male,0-15,12,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115ZD30699,CROYDON,20,532500,163140,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115ZD30700,CROYDON,20,531770,164920,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30702,CROYDON,20,533040,166890,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30703,CROYDON,20,538999,162404,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115ZD30704,CROYDON,20,539360,161410,1,3 Pedestrian,1 Male,60+,64,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30705,CROYDON,20,532340,166090,1,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30706,CROYDON,20,533780,166160,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30707,CROYDON,20,530700,169630,1,1 Driver/Rider,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30708,CROYDON,20,532550,163530,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30709,CROYDON,20,535100,165920,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30711,CROYDON,20,531450,167350,1,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30712,CROYDON,20,532720,164010,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0115ZD30713,CROYDON,20,530740,169610,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30714,CROYDON,20,534550,166580,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30715,CROYDON,20,535390,165630,2,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30715,CROYDON,20,535390,165630,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30717,CROYDON,20,532720,167830,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30719,CROYDON,20,529290,158080,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30720,CROYDON,20,530900,165990,1,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30721,CROYDON,20,534890,166980,2,2 Passenger,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30721,CROYDON,20,534890,166980,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30721,CROYDON,20,534890,166980,3,2 Passenger,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30722,CROYDON,20,530800,169160,4,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30722,CROYDON,20,530800,169160,1,1 Driver/Rider,1 Male,60+,77,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115ZD30722,CROYDON,20,530800,169160,3,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30722,CROYDON,20,530800,169160,2,1 Driver/Rider,2 Female,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115ZD30723,CROYDON,20,534710,167420,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30724,CROYDON,20,532550,164850,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30725,CROYDON,20,531300,167700,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30726,CROYDON,20,536480,163050,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30727,CROYDON,20,533000,167670,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30730,CROYDON,20,534360,162620,1,3 Pedestrian,2 Female,16-24,18,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115ZD30731,CROYDON,20,530980,161740,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30732,CROYDON,20,532100,168230,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30733,CROYDON,20,531538,161331,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30733,CROYDON,20,531538,161331,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30735,CROYDON,20,531610,166890,1,2 Passenger,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30736,CROYDON,20,531990,166030,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30738,CROYDON,20,532370,166440,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30738,CROYDON,20,532370,166440,2,2 Passenger,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30739,CROYDON,20,533940,168370,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30740,CROYDON,20,531130,167620,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30741,CROYDON,20,529660,159510,1,3 Pedestrian,2 Female,0-15,12,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30742,CROYDON,20,533440,170540,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30743,CROYDON,20,538000,162910,1,3 Pedestrian,1 Male,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30744,CROYDON,20,531530,167040,1,2 Passenger,1 Male,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30745,CROYDON,20,531300,167680,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30746,CROYDON,20,534440,166260,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30747,CROYDON,20,531370,167440,1,3 Pedestrian,1 Male,0-15,4,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115ZD30750,CROYDON,20,531220,168030,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30751,CROYDON,20,531700,166520,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30752,CROYDON,20,531030,168470,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
