"Resident 
within this area",W2 2RH,W2 2RH,51.51422,-0.1737,"Improve local air quality ;Reduce cut through traffic and 
congestion;Enhance residents 
accessibility and mobility in their 
neighbourhood 
;Avoid increases in motor vehicle 
journey times within the area;","Strongly 
negative","The scheme will exponentially increase traffic, noise and congestion on Sussex Gardens causing residents even greater inconvenience than at present",Once or twice a week,"Visit bars / pubs / 
restaurants;Visit caf�s;I cut through the area when travelling to 
another place;Shop for household essentials (e.g. groceries, 
pharmacy, DIY, laundry, barber/hair saloon etc);","Outdoor dining;Seasonal / 
specialist market (e.g. Christmas market or antiques 
market);Cultural / artistic / musical events;",Creating more space for outdoor dining;,Private car,Private car,"Do not impose any further inconveniences on local residents in the guise of improving the quality of the area. WCC has already disingenuously introduced a scheme on Sussex Gardens which has increased congestion, impaired air quality and undermined mobility in our once accessible area. Any further changes made in such a way are anti-democratic and will be vigorously resisted by residents whose interests are being egregiously ignored."
"Resident 
within this area",W2 2RA,W2 2RA,51.51574,-0.16499,"Reduce cut through traffic and 
congestion;Lower collision risks and increase streets 
safety;Encourage people to walk and cycle;","Strongly 
positive",TOO MUCH TRAFFIC DRIVING FAR TOO FAST,Once or twice a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;",Cultural / artistic / musical events;,"Public tables and 
chairs;Extended 
pavements / pathways for pedestrians;Creating safer pedestrian crossings;","Train (mainline / 
underground)","Train (mainline / 
underground)",
"Resident 
within this area",W22JP,W22JP,51.51445,-0.1689,"Reduce cut through traffic and 
congestion;Improve local air quality 
;Increase greening and biodiversity (e.g. trees, planters etc);","Mostly 
negative","If you wish to stop traffic congestion in the morning and evening just block the entrance through Stanhope terrace 
Now making all the roads no entry cars will turn off and race through the narrow Hyde park square section and to Hyde park street 
Car that are parked will be damaged and lives at risk as this is where the entrance to to park small residence park is and children Go there 
The other thing is by not being able to exit to Sussex gardens it is impossible to go across Edgware Road to go north the way you direct traffic on to Edgware Road which is bad already but has no right turn at the Sussex garden junction at least make south wick place open so we can get out at south wick street or Sussex place",Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit 
caf�s;Use take-away food services;",Seasonal / specialist market (e.g. Christmas market or antiques market);I am happy with the current offer at Connaught Village and do not think it needs any further activities;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Private car,As written above
"Resident 
within this area",W22LT,W22LT,51.51288,-0.16953,None of the above as traffic will only get conjested along the Bayswater Road so nothing will be improved.;,"Strongly 
negative","The area that you are talking about has transitory residents ie most of the people own flats but do not live in them. 
Connaugh Village is normally pretty empty and why doesn't anyone ever stop to think that as soon as you close one street conjestion builds up in another. Your suggestion will cause havoc along the Bayswater Road and you have already created a mess around the Lancaster Hotel. This will not make the estate better for us - all you are doing is preventing people wanting to come into London. With the �15 conjestion charge and narrowing the streets for pedestrians that are nowhere to be seen, you will soon achieve a totally dead city centre. London is already dying. If people want green they have Hyde Park (which also gets conjested with traffice trying to leave the Park as the lanes have now been narrowed) . Why doesn't someone actually think about the consequences of what they are doing rather than jumping on the band wagon of ""greening and biodiversity"" Are you going to make Connaught Street into a Park ? You are actually going to increase motor vehicle journey times adding to fumes and polution.",Every day,"I cut through the area when travelling to 
another place;Shop for household essentials (e.g. groceries, 
pharmacy, DIY, laundry, barber/hair saloon etc);","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;I don�t support any change in the area;outdoor dinging, farmers market, street food market.... have you seen the prices along the street ? The yearly festival held in the street offers the most expensive goods 
imaginable, no doubt due to the exorbitant rents. Plus there are several empty shops.;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;Do you really spend your time on worrying about where a telephone box should go. ;",Private car,Private car,"If Westminster council has so much moneyl to spare, I suggest that they look into Oxford Street. 
The stores and shops need help and creating Oxford Street as a garden with fountains and red phone boxes (!) is far more important than Connaught Village."
"Resident 
within this area",W2 2QA,W2 2QA,51.51472,-0.16714,"Reduce cut through traffic and 
congestion;Improve local air quality 
;Lower collision risks and increase streets safety;Encourage people to walk and cycle;Increase 
opportunities for community activity and a thriving high street ;Increase 
greening and 
biodiversity (e.g. trees, planters etc);","Strongly 
positive","Here at Titchborne Row, we have hundreds of cars, vans, trucks and taxis, on a daily basis, trying to use this quiet little cul-de-sac as a short cut. They do not notice the signage indicating it is a no through road. The traffic on Titchborne Row can be quite alarming, especially for a cul-de-sac - and parked cars regularly suffer damage as a result of all these vehicles having to reverse out of Titchborne Row.",Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);Visit bars / pubs / restaurants;Visit caf�s;Use take-away food services;","Outdoor dining;Regular farmers� market;Regular street food market;Seasonal / specialist 
market (e.g. Christmas market or antiques market);Cultural / artistic / musical events;","Creating more space for outdoor dining;Green spaces/ planting;Seating / benches;Public tables and chairs;Outdoor events area;Play space for 
children;Extended 
pavements / pathways for pedestrians;Creating safer pedestrian 
crossings;Bicycle parking (e.g. stands or 
hangars);Public art;Village noticeboard;Water 
fountain;Repurposing the red telephone box;",Cycling,Cycling,"I would be thrilled and utterly delighted if this Low Traffic Neighbourhood scheme was a permanent fixture for Connaught Street and the surrounding Hyde Park area. As a resident, it would be wonderful not to have the hundreds of vehicles coming mistakenly to our cul-de-sac, hoping for a short cut to Connaught Street. For Connaught Village it would be brilliant to be pedestrianised and become a proper ""destination"" shopping/cafe/dining street. It would put Connaught Street on the map and more people would discover it - and love it. This scheme would to encourage people to shop, which is sorely needed across the whole retail sector. And for the area as whole, it would be fantastic for these pretty, quiet, residential streets not to be used as cut-throughs by thousands of cars on a daily basis."
"Resident 
within this area",W26DG,W26DG,51.51511,-0.18276,Lower collision risks and increase streets safety;,"Mostly 
negative","What you plan is too extreme, and risk affecting the neighbouring ares with negative effects including those you are aiming to avoid...",Once or twice a week,Visit caf�s;Use take away food services;Buy my coffee;,"Regular farmers� market;I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","Seating / benches;Creating safer pedestrian 
crossings;Bicycle parking (e.g. stands or hangars);",Private car,Private car,
"Resident 
within this area",W2 2TQ,W2 2TQ,51.51404,-0.17042,"Avoid increases in motor vehicle 
journey times within the area;","Strongly 
negative",,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit caf�s;","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;I don�t support any change in the area;","Bicycle parking (e.g. stands or hangars);Creating safer pedestrian crossings;I don�t think the area needs any further infrastructure or physical change, I like it the way it is;",Cycling,Private car,
"Resident 
within this area",W2 2TQ,W2 2TQ,51.51404,-0.17042,"Avoid increases in motor vehicle 
journey times within the area;Keep 
access and roads as they are.;","Strongly 
negative",How will people be able to access St Mary's? You need to be able to drive into South Wharf road to drop off ill or wounded people so they can access A&E or the main hospital. How would you be able to do this under the new scheme? Outpatients are often too ill or disabled to walk all the way from Praed St. This plan is completely unnecessary.,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit caf�s;","I don�t support any change in the area;I am happy with the current offer at Connaught Village and do 
not think it needs any further activities;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Cycling,Private car,This is a dreadful scheme and I strongly oppose it.
"Resident in Westminster, but not in 
this area",,,,,"Encourage people to walk and 
cycle;Improve 
accessibility for the most vulnerable users;Increase 
greening and 
biodiversity (e.g. trees, planters etc);","Mostly 
negative","I am concerned that the scheme will mean more traffic, congestion and pollution for neighbouring streets.",Once every two weeks,"I cut through the area when travelling to 
another place;",I don�t support any change in the area;,Creating more space for outdoor dining;Green spaces/ planting;Play space for children;,Walking,I am not a resident in the area,
"Resident 
within this area",W21qq,W21qq,,,"Increase greening and biodiversity (e.g. trees, planters etc);Increase 
opportunities for community activity and a thriving high street ;Lower 
collision risks and increase streets 
safety;","Mostly 
negative",I am concerned that the scheme will push the traffic into the residential streets just outside of this area like Star Street and St Micheal Street,Less than once a month,"I cut through the area when travelling to 
another place;","Regular street food 
market;Regular farmers� market;",I don�t know;,Walking,Bus,
Visitor (from outside UK),W2 2AT,W2 2AT,51.51333,-0.16743,"Reduce cut through traffic and 
congestion;Increase greening and 
biodiversity (e.g. trees, planters etc);",Neutral,"- Support the goal of reducing the ""rat run"" nature of Connaught Village since the Lancaster Gate re-routing has rendered the Bayswater Road into a permanent traffic jam; better design could have prevented this issue. 
- Although I support this scheme, it",Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;Use take away food services;","Regular street food 
market;Outdoor dining;Seasonal / specialist market (e.g. Christmas market or antiques market);","Green spaces/ 
planting;Creating safer pedestrian 
crossings;Creating more space for outdoor dining;",Walking,Private car,"It's important to keep in mind that not everyone is able to ride a bike or walk everywhere so schemes like this need to also accommodate cars, particularly for older/mobility-challenged residents."
"Resident in Westminster, but not in 
this area",W2 3UN,W2 3UN,51.51437,-0.1768,"Stop this ridiculous scheme. It's 
blatantly self 
interested on the part of people living within the line at the expense of everyone else. Shocking. ;","Strongly 
negative","I have the same concerns raised by many other residents in the area. You know the arguments against it and you know how 
serious the effects of pollution are on all of us who live here.",Between three and six times a week,Visit caf�s;,I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Bus,
"Resident in Westminster, but not in 
this area",W2 6Ha,W2 6Ha,,,Improve local air quality ;,"Strongly 
negative","Pollution and traffic is just going to be sent somewhere else in the same area, which is not a great / fair idea",Between three and six times a week,"I cut through the area when travelling to 
another place;Visit 
caf�s;Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);",I don�t support any change in the area;,Play space for children;,Cycling,I am not a resident in the area,
"Resident 
within this area",W2 3QU,W2 3QU,51.51579,-0.17857,"Improve local air quality ;Increase greening and 
biodiversity (e.g. trees, planters etc);","Strongly 
negative","The scheme is not in the interests of the whole community. The scheme is certainly not in my interests. The scheme will make my respiratory illness worse. It certainly is 
not the way to regenerate Connaught Street, if that is the end game.",Once every two weeks,,"I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;I don�t know;",,Private car,Private car,"Not a well designed survey. So many leading questions and a poor understanding of how to ask questions about disability. What has cognitive function got to do with this scheme? Why not ask about 
motor control or fatigue or being pregnant or so many other conditions?"
"Resident 
within this area",W23PE,W23PE,51.51259,-0.17607,"Improve local air quality ;Reduce cut through traffic and 
congestion;Lower collision risks and increase streets 
safety;","Strongly 
negative","Closing off Hyde Park Estate and Paddington will force traffic to flow through narrow side streets, increasing congestion and reducing air quality in the side streets instead. This is 
merely taking the problem and giving it to somewhere else.",Once or twice a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;I cut through the area when travelling to another place;",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Taxi / private hire vehicle,"Taxi / private hire 
vehicle","Proper consultation, together with analysis on how traffic will be affected, pollution for the entire W2 should be evaluated to attain a more holistic solution for all living in W2 and not merely moving the problems from one area to another."
"Resident 
within this area",,,,,,"Strongly 
negative",,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);Visit bars / pubs / restaurants;Visit caf�s;Spend time in the 
area e.g. sitting in public space areas;I cut through the area when travelling to another place;","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Walking,
"Resident 
within this area",W2 2RL,W2 2RL,51.51332,-0.17512,"Reduce cut through traffic and 
congestion;","Strongly 
negative","Since in the introduction of the congestion charge and bearing in mind 90% of our Parking�s zone is now in the congestion 
charging zone traffic has increased in our area. Introducing this low traffic zone pushes traffic to the main roads like Sussex Gardens 
which is where I live and co-incidentally already suffers with higher traffic from when the congestion charges was introduced years 
ago. Noise and air pollution is already very high and this will increase it further.",Once or twice a week,Visit caf�s;,"I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Walking,We have never been consulted about these plans and we are also in Hyde Park Estate. I find this appalling.
"Resident 
within this area",W2 2PN,W2 2PN,51.51559,-0.1699,"Reduce cut through traffic and 
congestion;Improve local air quality 
;Increase 
opportunities for community activity and a thriving high street ;","Mostly 
negative","I support the idea of LTNs in principle and am very much in favour of reducing the rat running and pollution in the Hyde Park Estate. I also recognise that in order to achieve this I will have to accept some inconvenience to me as a driver of having restricted entry and exit points around the estate, making journey times longer, and I am prepared to do this. However, the current proposal has a number of serious flaws which make it unacceptable to me in its current form. 
1) I live in Somers Crescent in the Northern sector of the three way division of the Estate. The current plan allows only one way out of the Estate for this sector � via Southwick Street, which goes against its overall statement that �each area will have multiple routes in and out�. That route is currently congested and there are frequent backups of traffic in Southwick Street waiting to exit into Sussex Gardens. There are cars parked on both sides of the street, a large cycle rack and a large garage entrance on this street making it difficult for two way traffic to move easily. And this is before making it the only route out of the estate for all of the Northern sector. This is unacceptable. 
2) My house in Somers Crescent has a private garage underneath the house which is accessed only from Southwick Street (in the Northern Sector) and exited only in Radnor Place (in the Western sector) which is left turn only into Sussex Gardens. This means that when I exit the garage I cannot drive to the front of my house to park or pick up people or large items without driving all around the perimeter of the entire area and re-entering the Estate via Burwood Place or Southwick Street. This is ridiculous and unacceptable and goes against the proposal�s statement that �all residents can still drive to and park outside their homes.� 
3) There is only one entrance into Somers Crescent (from Hyde Park Crescent) meaning that every time I drive to the front of my house I will have to do a three point turn in the street to get out again. Also unacceptable. 
4) There is also a potential rat run that is still left open which affects the Northern sector. Vehicles on the Edgware Road wanting to turn into Sussex Gardens either just to avoid congestion on the Edgware Road or to ultimately access the Marylebone Road eastbound, could drive into the Estate at Burwood Place and exit into Sussex Gardens via Southwick Street, using the current rat run on Hyde Park Crescent. No improvement at all to the current situation. 
5) Points 1 � 3 above could possibly be ameliorated by extending the Northern sector westwards to Sussex Place and opening up the entry/exit point at Radnor Place/Sussex Gardens. This would mean that Radnor Place, Southwick Place, Radnor Mews and Gloucester Square (north side) would be in the Northern sector.",Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;I cut through the area when travelling to another place;Visit bars / pubs / restaurants;",Outdoor dining;Regular farmers� market;Cultural / artistic / musical events;,Creating more space for outdoor dining;Green spaces/ planting;Village noticeboard;,Walking,Bus,
"Resident 
within this area",W2 2PW,W2 2PW,51.51482,-0.16883,"Increase 
opportunities for community activity and a thriving high street ;Avoid 
increases in motor vehicle journey 
times within the area;","Strongly 
negative",We live on Hyde Park Crescent and the entrance to our garbage is on Southwick Place so the scheme proposes putting our properties in two different zones and will add considerable inconvenience and long journey times to our home.,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;I cut through the area when travelling to another place;",Outdoor dining;Regular farmers� market;Regular street food market;,,Walking,Private car,
"Resident 
within this area",W22QF,W22QF,51.51609,-0.17005,Lower collision risks and increase streets safety;Reduce cut through traffic and congestion;Improve local air quality ;,"Strongly 
positive","VERY HIGH LEVEL OF TRAFFIC ABUSE - SPEEDING/GOING UP ONE WAY ETC - AND TRAFFIC VOLUME IN THE ESTATE 
IT IS A POPULAR RAT RUN",Once or twice a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit 
caf�s;Spend time in the area e.g. sitting in public space areas;","Cultural / artistic / musical 
events;Outdoor dining;","Green spaces/ 
planting;Extended 
pavements / pathways for pedestrians;Creating safer pedestrian crossings;",Walking,Cycling,I KNOW IT IS WORKING VERY WELL IN STOCKWELL
"Resident 
within this area",W2 2SA,W2 2SA,51.51503,-0.17187,Lower collision risks and increase streets safety;,"Mostly 
negative","As a resident of the purple designated area, I feel strongly we should be able to exit the area Northbound onto Sussex Gardens and 
not be forced to exit to the south onto Hyde Park Pl, which is often 1) difficult to turn onto and 2) highly congested",Once or twice a week,"Visit bars / pubs / 
restaurants;",Outdoor dining;Regular farmers� market;Regular street food market;,Creating more space for outdoor dining;,Walking,Private car,
"Resident in Westminster, but not in 
this area",W2 3NH,W2 3NH,51.51111,-0.18193,"Improve local air quality ;Increase opportunities for 
community activity and a thriving high street ;Review 
traffic lights and cycle lanes causing bottlenecks;","Strongly 
negative","This scheme is elitist and shameful. It hurts all of us who live nearby. It will cause traffic chaos in the huge area around. It will make our air quality worse. It will cause long jams on major streets and increase rat-running on 
neighbouring cut-throughs. This does not solve problems, it creates worse ones for all other residents and commuters. This is the 
heart of London. You are not removing traffic, you are diverting it onto overloaded roads.",Less than once a month,Buy cakes and bread for special occasions;,Regular farmers� market;I don�t support any change in the area;All changes will increase burden on outside area because you are creating an oasis for residents inside;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Private car,This scheme is not fair to older people
"Resident 
within this area",W22pw,W22pw,,,"Avoid increases in motor vehicle 
journey times within the area;Improve accessibility for the most vulnerable users;Reduce cut through traffic and congestion;","Strongly 
negative","This proposal if applied will enable us to drive directly from our garage to our front door . 
Here with I request more time for decision making , hence I request to postpone The date of 4 th of November to a later date",Every day,"Visit bars / pubs / 
restaurants;Visit 
caf�s;Use take-away food services;Spend time in the area e.g. sitting in public space areas;Shop for household essentials (e.g. groceries, 
pharmacy, DIY, laundry, barber/hair saloon etc);",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Private car,"I reside in Hyde park Crescent , this area needs more security and needs more policing ."
"Resident in Westminster, but not in 
this area",W2 3NA,W2 3NA,51.51205,-0.18093,These questions are biased;,"Strongly 
negative",This questionnaire is extremely biased. It is all about reasons to go ahead with the scheme within the LTN and ask no questions about the impact on people outside the LTN. There are absolutely no benefits to people who live outside the LTN,Less than once a month,"This questionnaire is extremely biased. It is all about reasons to go ahead with the scheme within the LTN and ask no questions about the impact on people 
outside the LTN. There are absolutely no 
benefits to people who live outside the LTN. I will boycott the area from now on;","Again, these questions are biased in the extreme. I would like more amenities in my area outside the LTN. Please ask about the 
neighbours wishes for their areas next door.;",New fair and independent councillors;,Walking,Bus,"This questionnaire is extremely biased. It is all about reasons to go ahead with the scheme within the LTN and asks no questions about the impact on people outside the LTN. 
There are absolutely no benefits to people who live outside the LTN 
You do not ask one question about what other people outside would like in their area 
WHAT WE WOULD LIKE IS NOT TO HAVE THE TRAFFIC AND POLLUTION AND NOISE FROM A POSH AREA DUMPED ON THE REST OF US. 
AND NOT TO BE SITTING IN TRAFFIC JAMS ON BUSES TO GO ANYWHERE 
AND EQUAL AND FAIR GOVERNMENT"
"Resident in Westminster, but not in 
this area",W2 4RS,W2 4RS,51.51051,-0.19012,"Increase greening and biodiversity (e.g. trees, planters etc);Improve local air quality ;Improve accessibility for the most vulnerable users;","Mostly 
negative",it will cause more congestion and pollution,Once or twice a week,"Visit friends and/or 
family;I cut through the area when travelling to another place;","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,,making areas inaccessible to vehicle traffic is crazy because it causes more traffic and therefore pollution on the alternative routes.
"Resident 
within this area",W2 2NB,W2 2NB,51.51231,-0.17328,"Reduce cut through traffic and 
congestion;Improve local air quality 
;Increase 
opportunities for community activity and a thriving high street ;","Strongly 
positive","Fantastic and much needed plan. It is very sad to see such a residential area to be increasingly used for rat runs as opposed to using the nearby bigger, better-suited roads for such traffic. The main concern presented by those who oppose is having to spend 3-5 minutes longer in traffic on Bayswater Road to get to the West End without giving any consideration to those who suffer from the ever increasing air and noise pollution. Those who do suffer mainly live a pavement (5 ft) away from the traffic, as opposed to those who live 30 ft away from it on such roads as Bayswater Road and Sussex Gardens. The plan must be implemented quickly for people to see that its benefits outweigh their selfish concerns.",Every day,"Visit bars / pubs / 
restaurants;Visit 
caf�s;Visit friends and/or family;",Regular farmers� market;Regular street food market;Cultural / artistic / musical events;,"Green spaces/ 
planting;Extended 
pavements / pathways for pedestrians;Creating safer pedestrian crossings;",Walking,Private car,"Please be wary of the Hyde Park Estate Association influencing your outcome. They do not speak for the masses, only for those who are on their mailing list (their biggest advantage in influencing people's opinions). In a recent Zoom conference call with them, 17 out of 20 people voted for the LTN to go ahead. We are aware of the fact that HPEA did not put this fact forward to the council. The silent majority which is not on HPEA's mailing list has the right to be heard."
"Resident 
within this area",W22PN,W22PN,51.51559,-0.1699,"Increase 
opportunities for community activity and a thriving high street ;Improve 
accessibility for the most vulnerable users;Easy Access to all areas of the 
Estate;","Strongly 
negative",This scheme kettles the community in areas and prevents connectivity between people. It pushes traffic on surrounding roads and increases journey times for local people.,Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit 
caf�s;Use take-away food services;Visit 
friends and/or family;",Outdoor dining;I am happy with the current offer at Connaught Village and do not think it needs any further activities;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Private car,Private car,I am against this LTN scheme
"Resident 
within this area",W2 2SB,W2 2SB,51.51363,-0.174,"Avoid increases in motor vehicle 
journey times within the area;Reduce cut through traffic and congestion;","Mostly 
negative",A much simpler solution would be to get rid of the cycle lane n Bayswater road especially as cyclist can use the road in the park. It is because of this cycle lane and the ensuing traffic hold ups that cars are diverting through the Hyde Park Estate. Had the so called planners thought this through properly in the first place there would nut be the current problem.,Once a month,"I cut through the area when travelling to 
another place;","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Bus,
"Resident 
within this area",W2 2YF,W2 2YF,51.51332,-0.16486,"Reduce cut through traffic and 
congestion;Increase greening and 
biodiversity (e.g. trees, planters 
etc);Increase 
opportunities for community activity and a thriving high street ;","Mostly 
negative",The proposed piazza is a brilliant idea and I urge you to bring it to fruition.,Every day,"I cut through the area when travelling to 
another place;Visit caf�s;",Regular farmers� market;Regular street food market;Outdoor dining;,"Seating / benches;Green spaces/ planting;Public tables and chairs;Water fountain;Bicycle parking 
(e.g. stands or hangars);An ATM;Repurposing the red telephone box;",Walking,Walking,I found it impossible to limit my answers to 3 in Q.5.
"Resident 
within this area",W2 2SB,W2 2SB,51.51363,-0.174,"Reduce cut through traffic and 
congestion;Increase greening and 
biodiversity (e.g. trees, planters 
etc);Encourage 
people to walk and cycle;Avoid 
increases in motor vehicle journey 
times within the area;Improve local air quality ;",Mostly positive,"I live on Bathurst Mews and will often use Eastbourne Terrace to drive out to the A40. It now takes 2 mins to get out to Eastbourne Terrace. Given the restrictions on the scheme I will have to drive a long way round sitting in lots of traffic to get to the A40. I will now have to drive across the purple zone using back streets to find an exit onto Hyde Park PL, turning right into heavy traffic to drive passed Lancaster Gate station and then right onto a road to get me out to the A40. This will add to miles driven, pollution, journey time and is against what I would want to achieve from the scheme.","Once or twice a 
week","Shop for specialist goods and/or services (e.g. art, clothes, furniture, 
property agents etc);Visit bars / pubs / 
restaurants;Visit caf�s;",Outdoor dining;Regular farmers� market;Regular street food market;,"Creating more space for outdoor dining;Green spaces/ planting;Extended pavements / pathways for pedestrians;Bicycle 
parking (e.g. stands or hangars);",Walking,Private car,
"Resident 
within this area",W2 2TU,W2 2TU,51.51331,-0.17177,"Improve local air quality ;Reduce cut through traffic and 
congestion;Lower collision risks and increase streets 
safety;","Strongly 
positive","Congratulations to the council on coming up with a much needed plan! I associate myself with all those who are irritated 24/7 by the constant traffic coming through our area causing extreme noise and air pollution. Plenty of roads around that are better suited to take on the volume of traffic that flows through our area! The community's greatest concern is the HPEA, which we know has only represented its opposing interests whilst throwing out the views of all who are for the LTN (whilst claiming to be a democratic body). Please do not delay with the implementation of your plan!",Every day,"Visit bars / pubs / 
restaurants;Visit 
caf�s;Visit friends and/or family;",Regular farmers� market;Regular street food market;,"Extended pavements / pathways for 
pedestrians;Play space for children;Green spaces/ planting;",Walking,Walking,
"Resident 
within this area",w2 2tn,w2 2tn,,,"safety and security needs to be 
increased in the area;","Strongly 
negative","I do not have an issue with the traffic in and around our house. I am more concerned that there are not enough police patrolling the area. more CCTV cameras are required. if you do make changes to the traffic flow then the residents should be allowed to carry on using the roads as normal. this could be done by us registering our vehicle 
registration numbers.","Between three and six times a 
 
week","Visit bars / pubs / 
restaurants;Visit 
caf�s;Use take-away food services;","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Private car,"I see no reason to waste money implanting the proposed new system. If funds are available it would be better spent on security and CCTV cameras. The area outside our house and the church are constantly being used by drug users / dealers and prostitutes. it is 
a shame that nothing is being done despite repeated calls to the police."
Visitor (from London),W11 3bp,W11 3bp,,,"Improve local air quality ;Reduce cut through traffic and 
congestion;Increase opportunities for community activity and a thriving high street ;","Strongly 
positive",,Less than once a month,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);",Regular farmers� market;Cultural / artistic / musical events;,"Green spaces/ 
planting;Play space for children;Water fountain;",Walking,I am not a resident in the area,
"Resident in Westminster, but not in 
this area",SW75DP,SW75DP,51.50105,-0.18213,"Encourage people to walk and 
cycle;Improve local air quality ;Lower collision risks and increase streets 
safety;","Strongly 
positive",,Once or twice a week,"I cut through the area when travelling to 
another place;",Outdoor dining;,Creating more space for outdoor dining;,Cycling,Cycling,
"Resident in Westminster, but not in 
this area",W2 3UW,W2 3UW,51.51361,-0.17711,"Increase 
opportunities for community activity and a thriving high street ;Avoid 
increases in motor vehicle journey 
times within the area;Improve local air quality ;","Strongly 
negative","This scheme will increase pollution in neighbouring streets, and close off access to stores in Connaiught Village leading to loss of business for them",Once or twice a week,"Shop for specialist goods and/or services (e.g. art, clothes, furniture, 
property agents etc);Visit bars / pubs / restaurants;",I don�t support any change in the area;,Bicycle parking (e.g. stands or hangars);,Cycling,Cycling,
"Resident in Westminster, but not in 
this area",W2 1NG,W2 1NG,51.52314,-0.17552,"Reduce cut through traffic and 
congestion;Lower collision risks and increase streets 
safety;Encourage people to walk and cycle;","Strongly 
positive","Cycling is amazing, for health, fitness, well being, this scheme will really help.",Between three and six times a week,"Visit bars / pubs / 
restaurants;Visit caf�s;I cut through the area when travelling to 
another place;Visit 
friends and/or family;",Outdoor dining;Cultural / artistic / musical events;,"Creating safer pedestrian crossings;Bicycle parking (e.g. stands or 
hangars);Extended 
pavements / pathways for pedestrians;",Cycling,Cycling,
